,file,start,end,words,word_start_times,word_end_times,asr,reconame,transcript,asr_transcript,samplename,samplepath,finished
142,"24 3 2017 - 3. sjednica, 9. saziv [6u3iGUTrdoo].wav",11536.68,11546.23,"['pa', 'sam', 'ga', 'pitao', 'gospodine', 'nije', 'li', 'vaše', 'djelovanje', 'bilo', 'na', 'neki', 'način', 'nehumano', 'a', 'on', 'mi', 'kaže', 'a', 'šta', 'tvoja', 'policija', 'može']","[0, 0.09, 0.24, 0.34, 0.7, 1.36, 1.59, 1.7, 1.99, 2.56, 3.52, 3.68, 3.99, 4.38, 6.14, 6.28, 6.4, 6.51, 6.98, 7.07, 7.3, 7.56, 8.09]","[0.09, 0.24, 0.34, 0.7, 1.36, 1.59, 1.7, 1.99, 2.56, 3.36, 3.68, 3.99, 4.38, 5.15, 6.28, 6.4, 6.51, 6.98, 7.07, 7.3, 7.56, 8.09, 8.52]","['pa', 'sam', 'ga', 'pitao', 'gospodine', 'nije', 'ili', 'vaše', 'djelovanje', 'bilo', 'na', 'neki', 'način', 'nehumano', 'a', 'on', 'mi', 'kaže', 'a', 'što', 'tvoja', 'policija', 'može']",,pa sam ga pitao gospodine nije li vaše djelovanje bilo na neki način nehumano a on mi kaže a šta tvoja policija može,pa sam ga pitao gospodine nije ili vaše djelovanje bilo na neki način nehumano a on mi kaže a što tvoja policija može,sample142.mp3,/home/rupnik/macocu/task8/sample/sample142.mp3,False
143,"11 4 2018 - 2. dio, 8. sjednica, 9. saziv [o8FdsdWtvhc].wav",13617.92,13637.81,"['žena', 'godišnje', 'porast', 'obiteljskog', 'nasilja', 'obavezuje', 'nas', 'da', 'usvojimo', 'ovu', 'konvenciju', 'ali', 'ne', 'samo', 'to', 'obvezuje', 'nas', 'da', 'se', 'snažno', 'suprotstavimo', 'svim', 'onim', 'retrogradnim', 'strujama', 'koje', 'danas', 'vidimo', 'u', 'našem', 'društvu', 'u', 'subotu', 'je', 'jedan', 'skup', 'u', 'splitu', 'ponovno', 'se']","[0, 0.36, 1.37, 1.82, 2.45, 3.32, 4.15, 4.48, 4.65, 5.22, 5.98, 6.99, 7.31, 7.67, 8.18, 9.0, 9.78, 9.98, 10.13, 10.31, 11.22, 12.55, 12.95, 13.23, 13.95, 14.48, 14.71, 15.1, 15.5, 15.57, 15.95, 16.7, 16.83, 17.39, 17.89, 18.23, 18.63, 18.72, 19.23, 19.71]","[0.36, 1.33, 1.82, 2.45, 3.29, 4.15, 4.48, 4.65, 5.22, 5.55, 6.84, 7.31, 7.6, 8.18, 8.9, 9.78, 9.98, 10.13, 10.31, 11.02, 12.52, 12.95, 13.23, 13.95, 14.48, 14.71, 15.1, 15.5, 15.57, 15.95, 16.61, 16.83, 17.39, 17.85, 18.23, 18.63, 18.72, 19.23, 19.71, 19.89]","['ženak', 'godišnje', 'porast', 'obiteljsko', 'nasilja', 'obavezuje', 'nas', 'da', 'usvojimo', 'ovu', 'konvenciju', 'ali', 'ne', 'samo', 'to', 'obvezujenas', 'da', 'se', 'snažno', 'suprotstavimo', 'svim', 'onim', 'retrogradnim', 'strujama', 'koje', 'danas', 'vidimo', 'u', 'našem', 'društvu', 'u', 'subotuje', 'jedan', 'skup', 'u', 'splitu', 'ponovno', 'se']",reco400,žena godišnje porast obiteljskog nasilja obavezuje nas da usvojimo ovu konvenciju ali ne samo to obvezuje nas da se snažno suprotstavimo svim onim retrogradnim strujama koje danas vidimo u našem društvu u subotu je jedan skup u splitu ponovno se,ženak godišnje porast obiteljsko nasilja obavezuje nas da usvojimo ovu konvenciju ali ne samo to obvezujenas da se snažno suprotstavimo svim onim retrogradnim strujama koje danas vidimo u našem društvu u subotuje jedan skup u splitu ponovno se,sample143.mp3,/home/rupnik/macocu/task8/sample/sample143.mp3,True
144,"1 2 2018 - 7. sjednica, 9. saziv [1WBg7il8jfQ].wav",14637.62,14641.98,"['i', 'nismo', 'uspjeli', 'realizirati', 'taj', 'projekat', 'iz', 'razloga', 'sporosti', 'administracije']","[0, 0.13, 0.47, 0.89, 1.37, 1.5, 1.91, 2.25, 2.93, 3.57]","[0.13, 0.47, 0.89, 1.37, 1.5, 1.91, 2.13, 2.7, 3.54, 4.36]","['i', 'nismo', 'uspjeli', 'realizirati', 'taj', 'projekat', 'iz', 'razloga', 'spornosti', 'administracije']",reco548,i nismo uspjeli realizirati taj projekat iz razloga sporosti administracije,i nismo uspjeli realizirati taj projekat iz razloga spornosti administracije,sample144.mp3,/home/rupnik/macocu/task8/sample/sample144.mp3,True
145,"21 9 2018 - 1. dio, 9. sjednica, 9. saziv [akNP4VLqqak].wav",5082.41,5101.34,"['nadzora', 'prekomjernog', 'proračunskog', 'deficita', 'tada', 'nikome', 'nije', 'palo', 'na', 'pamet', 'da', 'kažemo', 'ljudi', 'moramo', 'hitno', 'donijeti', 'novi', 'zakon', 'jer', 'postojeći', 'nam', 'ne', 'stvara', 'dovoljno', 'dobre', 'okvire', 'za', 'proračunski', 'nadzor', 'u', 'smislu', 'poštivanja', 'fiskalne', 'odgovornosti']","[0, 1.0, 1.68, 2.42, 2.99, 3.55, 3.94, 4.14, 4.41, 4.56, 4.81, 4.91, 5.31, 5.83, 6.14, 6.45, 6.89, 7.13, 7.56, 7.69, 8.77, 8.97, 9.14, 10.59, 10.99, 11.33, 11.78, 13.46, 14.19, 14.88, 15.0, 15.72, 16.44, 16.88]","[0.97, 1.68, 2.42, 2.99, 3.55, 3.94, 4.14, 4.41, 4.56, 4.81, 4.91, 5.31, 5.67, 6.14, 6.45, 6.89, 7.13, 7.56, 7.69, 8.74, 8.97, 9.14, 9.57, 10.99, 11.33, 11.78, 12.55, 14.19, 14.75, 15.0, 15.69, 16.41, 16.88, 17.63]","['nadzora', 'prekomjernog', 'proračunskog', 'deficita', 'tada', 'nikome', 'nije', 'palo', 'natomet', 'da', 'kaže', 'ljudi', 'moramo', 'hitno', 'donijeti', 'novi', 'zakon', 'jer', 'postojeći', 'nam', 'ne', 'stvara', 'dovoljno', 'dobre', 'okvire', 'za', 'proračunski', 'nadzor', 'u', 'smislu', 'poštivanja', 'fiskalne', 'odgovornosti']",reco691,nadzora prekomjernog proračunskog deficita tada nikome nije palo na pamet da kažemo ljudi moramo hitno donijeti novi zakon jer postojeći nam ne stvara dovoljno dobre okvire za proračunski nadzor u smislu poštivanja fiskalne odgovornosti,nadzora prekomjernog proračunskog deficita tada nikome nije palo natomet da kaže ljudi moramo hitno donijeti novi zakon jer postojeći nam ne stvara dovoljno dobre okvire za proračunski nadzor u smislu poštivanja fiskalne odgovornosti,sample145.mp3,/home/rupnik/macocu/task8/sample/sample145.mp3,True
146,"20 4 2018 - 8. sjednica, 9. saziv [EdOPd59A2NI].wav",6161.55,6181.41,"['potpisani', 'još', 'uvijek', 'naši', 'proizvođači', 'ne', 'znaju', 'da', 'li', 'će', 'njihova', 'roba', 'doći', 'na', 'police', 'tih', 'trgovačkih', 'lanaca', 'odnosno', 'da', 'li', 'će', 'oni', 'snositi', 'taj', 'teret', 'onih', 'nepoštenih', 'trgovačkih', 'praksi', 'pa', 'će', 'u', 'cijeni', 'svog', 'proizvoda', 'morati', 'ići', 'dole', 'da', 'bi', 'zadovoljili', 'kuće', 'koje', 'će', 'plasirati', 'te', 'proizvode', 'na']","[0, 0.73, 0.98, 1.17, 1.43, 1.96, 2.09, 2.25, 2.38, 2.45, 2.58, 2.86, 3.07, 3.86, 4.04, 4.48, 4.64, 5.05, 5.52, 6.21, 6.43, 6.55, 6.81, 7.63, 8.19, 8.45, 9.88, 10.18, 11.07, 11.61, 12.5, 12.64, 13.12, 13.23, 13.53, 13.81, 14.27, 15.25, 15.52, 15.82, 15.96, 16.2, 16.92, 17.22, 17.47, 18.73, 19.3, 19.45, 19.76]","[0.7, 0.98, 1.17, 1.43, 1.96, 2.09, 2.25, 2.38, 2.45, 2.58, 2.86, 3.07, 3.68, 4.04, 4.48, 4.64, 5.05, 5.52, 5.94, 6.43, 6.55, 6.78, 7.3, 8.19, 8.45, 9.08, 10.18, 11.04, 11.61, 12.41, 12.64, 13.07, 13.23, 13.53, 13.81, 14.27, 14.75, 15.52, 15.82, 15.96, 16.17, 16.89, 17.22, 17.47, 17.87, 19.3, 19.45, 19.76, 19.86]","['potpisani', 'još', 'uvijek', 'naši', 'proizvođači', 'ne', 'znam', 'i', 'da', 'li', 'će', 'njihova', 'roba', 'doći', 'na', 'police', 'tih', 'trgovačkih', 'ladaca', 'odnosno', 'da', 'li', 'će', 'oni', 'snositi', 'taj', 'teret', 'onih', 'nepoštenih', 'trgovačkih', 'praksi', 'pa', 'će', 'ucijeni', 'svog', 'proizvoda', 'morat', 'ići', 'dole', 'da', 'bi', 'zadovoljili', 'kuće', 'koja', 'će', 'plasirati', 'te', 'proizvodna']",reco180,potpisani još uvijek naši proizvođači ne znaju da li će njihova roba doći na police tih trgovačkih lanaca odnosno da li će oni snositi taj teret onih nepoštenih trgovačkih praksi pa će u cijeni svog proizvoda morati ići dole da bi zadovoljili kuće koje će plasirati te proizvode na,potpisani još uvijek naši proizvođači ne znam i da li će njihova roba doći na police tih trgovačkih ladaca odnosno da li će oni snositi taj teret onih nepoštenih trgovačkih praksi pa će ucijeni svog proizvoda morat ići dole da bi zadovoljili kuće koja će plasirati te proizvodna,sample146.mp3,/home/rupnik/macocu/task8/sample/sample146.mp3,True
147,"04 11 2016 - 1. sjednica, 9. saziv [z9cwT3KvAxE].wav",2352.7,2365.72,"['osim', 'toga', 'haenbe', 'je', 'u', 'skladu', 'sa', 'najboljom', 'praksom', 'u', 'središnjim', 'bankama', 'uspostavio', 'i', 'vanjski', 'revizorski', 'odbor', 'koji', 'čine', 'nezavisni', 'stručnjaci', 'a', 'koji', 'ocjenjuju', 'kvalitetu', 'rada', 'neovisnog', 'vanjskog', 'revizora']","[0, 0.35, 0.66, 1.75, 1.81, 1.88, 2.18, 2.32, 2.73, 3.15, 3.19, 3.63, 5.0, 5.67, 5.75, 6.13, 6.66, 7.14, 7.32, 7.58, 8.09, 9.01, 9.15, 9.36, 9.79, 10.46, 10.92, 12.27, 12.62]","[0.35, 0.66, 1.75, 1.81, 1.88, 2.18, 2.32, 2.73, 3.15, 3.19, 3.63, 4.38, 5.67, 5.75, 6.13, 6.66, 7.14, 7.32, 7.58, 8.09, 8.81, 9.15, 9.36, 9.79, 10.46, 10.89, 11.58, 12.62, 13.02]","['osim', 'toga', 'haenabeanke', 'u', 'skladu', 'sa', 'najboljom', 'praksom', 's', 'redišnim', 'bankama', 'uspostavio', 'i', 'vanjski', 'revizorski', 'odbor', 'koji', 'čini', 'nezavisni', 'stručnjaci', 'a', 'koji', 'ocjenjuju', 'kvalitetu', 'rada', 'neovisnog', 'vanjskog', 'revizora']",reco124,osim toga haenbe je u skladu sa najboljom praksom u središnjim bankama uspostavio i vanjski revizorski odbor koji čine nezavisni stručnjaci a koji ocjenjuju kvalitetu rada neovisnog vanjskog revizora,osim toga haenabeanke u skladu sa najboljom praksom s redišnim bankama uspostavio i vanjski revizorski odbor koji čini nezavisni stručnjaci a koji ocjenjuju kvalitetu rada neovisnog vanjskog revizora,sample147.mp3,/home/rupnik/macocu/task8/sample/sample147.mp3,True
148,"13 3 2018 - 3. dio, 7. sjednica, 9. saziv [d2D71aNeq5Y].wav",7473.51,7493.31,"['tako', 'je', 'i', 'kod', 'droga', 'koje', 'su', 'ovisnosti', 'naravno', 'uhvate', 'čovjeka', 'sa', 'dva', 'jointa', 'ili', 'ali', 'ovi', 'dileri', 'što', 'su', 'oko', 'škola', 'poznati', 'u', 'lokalnim', 'samoupravama', 'pa', 'ne', 'vidim', 'da', 'je', 'nekakva', 'sinergija', 'između', 'policije', 'pa', 'čak', 'i', 'ovoga', 'drugoga', 'dijela', 'sankcija', 'oni', 'što', 'zarađuju', 'novac', 'to', 'su', 'preveliki']","[0, 0.34, 0.48, 0.62, 1.12, 1.61, 1.76, 1.88, 2.26, 2.72, 3.1, 3.86, 4.06, 4.61, 6.14, 6.76, 6.97, 7.75, 8.3, 8.52, 8.63, 8.85, 9.53, 9.98, 10.02, 10.41, 11.54, 11.64, 11.73, 12.38, 12.67, 12.74, 13.11, 13.57, 13.82, 15.1, 15.24, 15.61, 15.73, 15.96, 16.68, 16.91, 17.32, 17.5, 17.66, 18.15, 18.82, 18.97, 19.23]","[0.34, 0.45, 0.62, 1.09, 1.58, 1.76, 1.88, 2.26, 2.72, 3.1, 3.57, 4.06, 4.56, 5.24, 6.58, 6.97, 7.54, 8.24, 8.52, 8.63, 8.85, 9.5, 9.98, 10.02, 10.41, 11.19, 11.64, 11.73, 12.19, 12.67, 12.74, 13.11, 13.57, 13.82, 14.73, 15.24, 15.57, 15.73, 15.96, 16.35, 16.91, 17.32, 17.5, 17.66, 18.15, 18.67, 18.97, 19.2, 19.8]","['tako', 'i', 'kod', 'droga', 'koje', 's', 'ovisnosti', 'naravno', 'uhvate', 'čovjeka', 'sa', 'dva', 'đointao', 'ili', 'ali', 'ovi', 'dileri', 'što', 'su', 'oko', 'škola', 'poznati', 'u', 'lokalnim', 'samoupravama', 'pa', 'ne', 'vidim', 'da', 'je', 'nekakva', 'sinergija', 'između', 'policije', 'pa', 'čak', 'i', 'ovoga', 'druga', 'dijela', 'sankcja', 'oni', 'što', 'zarađuju', 'novac', 'to', 'su', 'preveliki']",reco674,tako je i kod droga koje su ovisnosti naravno uhvate čovjeka sa dva jointa ili ali ovi dileri što su oko škola poznati u lokalnim samoupravama pa ne vidim da je nekakva sinergija između policije pa čak i ovoga drugoga dijela sankcija oni što zarađuju novac to su preveliki,tako i kod droga koje s ovisnosti naravno uhvate čovjeka sa dva đointao ili ali ovi dileri što su oko škola poznati u lokalnim samoupravama pa ne vidim da je nekakva sinergija između policije pa čak i ovoga druga dijela sankcja oni što zarađuju novac to su preveliki,sample148.mp3,/home/rupnik/macocu/task8/sample/sample148.mp3,True
149,"4 12 2019 - 1. dio, 15. sjednica, 9. saziv [C-7-3Cxi7WU].wav",17990.6,18005.73,"['rasprave', 'raspravu', 'su', 'proveli', 'odbor', 'za', 'zakonodavstvo', 'te', 'odbor', 'za', 'pravosuđe', 'amandman', 'je', 'podnio', 'odbor', 'za', 'zakonodavstvo', 'želi', 'li', 'predstavnik', 'predlagatelja', 'dati', 'dodatno', 'obrazloženje', 'da', 'poštovani', 'ministar', 'pravosuđa', 'dražen', 'bošnjaković', 'izvolite']","[0, 1.15, 1.6, 1.78, 2.11, 2.37, 2.46, 3.35, 3.49, 3.74, 3.9, 4.61, 5.09, 5.21, 5.64, 5.86, 6.01, 7.29, 7.53, 7.59, 8.07, 8.75, 9.04, 9.52, 10.6, 11.39, 12.12, 12.61, 13.33, 13.76, 14.56]","[0.63, 1.6, 1.78, 2.11, 2.37, 2.46, 3.35, 3.49, 3.74, 3.9, 4.61, 5.09, 5.21, 5.64, 5.86, 6.01, 6.97, 7.53, 7.59, 8.07, 8.75, 9.04, 9.52, 10.57, 11.03, 12.09, 12.61, 13.33, 13.76, 14.56, 15.13]","['rasprave', 'rasprava', 'su', 'provele', 'odbor', 'za', 'zakonodavstvo', 'te', 'odbor', 'za', 'pravosuđe', 'amandmanje', 'je', 'podnio', 'odbor', 'za', 'zakonodavstvo', 'želi', 'predstavnik', 'predlagatelja', 'dati', 'dodatno', 'obrazloženje', 'da', 'poštovani', 'ministar', 'pravosuđa', 'dražen', 'bošnjaković', 'izvolite']",reco170,rasprave raspravu su proveli odbor za zakonodavstvo te odbor za pravosuđe amandman je podnio odbor za zakonodavstvo želi li predstavnik predlagatelja dati dodatno obrazloženje da poštovani ministar pravosuđa dražen bošnjaković izvolite,rasprave rasprava su provele odbor za zakonodavstvo te odbor za pravosuđe amandmanje je podnio odbor za zakonodavstvo želi predstavnik predlagatelja dati dodatno obrazloženje da poštovani ministar pravosuđa dražen bošnjaković izvolite,sample149.mp3,/home/rupnik/macocu/task8/sample/sample149.mp3,True
150,"30 11 2016 - 2. dio, 2. sjednica, 9. saziv [y4aKCsfR3PM].wav",9146.52,9161.33,"['trošarinskog', 'oporezivanja', 'zapravo', 'dolazi', 'do', 'mijenjanja', 'u', 'odnosu', 'na', 'grijane', 'duhanske', 'proizvode', 'na', 'e', 'tekućine', 'i', 'neke', 'ove', 'duhanske', 'proizvode', 'za', 'motorna', 'vozila']","[0, 0.84, 1.95, 2.54, 3.13, 4.52, 5.2, 5.3, 5.74, 6.15, 6.91, 7.46, 8.11, 8.34, 8.48, 9.23, 9.91, 10.37, 10.61, 11.71, 12.39, 12.57, 13.05]","[0.71, 1.92, 2.54, 3.13, 3.71, 5.2, 5.3, 5.74, 6.12, 6.88, 7.46, 8.11, 8.31, 8.48, 9.23, 9.83, 10.27, 10.61, 11.59, 12.39, 12.57, 13.05, 13.7]","['trošarinskog', 'oporezivanja', 'zapravo', 'dolazi', 'do', 'mijenjanja', 'u', 'odnosu', 'na', 'grijane', 'duhanske', 'proizvode', 'na', 'etekućine', 'i', 'neke', 'nove', 'duhanske', 'proizvodeza', 'motorna', 'vozila']",reco130,trošarinskog oporezivanja zapravo dolazi do mijenjanja u odnosu na grijane duhanske proizvode na e tekućine i neke ove duhanske proizvode za motorna vozila,trošarinskog oporezivanja zapravo dolazi do mijenjanja u odnosu na grijane duhanske proizvode na etekućine i neke nove duhanske proizvodeza motorna vozila,sample150.mp3,/home/rupnik/macocu/task8/sample/sample150.mp3,True
151,"05 07 2017 - 1. dio, 4. sjednica, 9. saziv [XDOVoojci5A].wav",5525.6,5541.42,"['ukoliko', 'mi', 'već', 'polazimo', 'od', 'pretpostavke', 'da', 'je', 'obitelj', 'svetinja', 'onda', 'već', 'zalazimo', 'u', 'jedan', 'vid', 'civilizacijske', 'gotovo', 'pripreme', 'za', 'koncentriranog', 'nasilja', 'u', 'obitelji']","[0, 0.92, 1.21, 1.75, 2.42, 2.58, 3.8, 4.05, 4.46, 4.94, 5.81, 6.24, 6.62, 7.7, 7.91, 8.31, 9.16, 10.86, 11.62, 12.68, 13.99, 14.7, 15.13, 15.21]","[0.89, 1.18, 1.72, 2.39, 2.58, 3.77, 4.05, 4.43, 4.94, 5.75, 6.24, 6.59, 7.67, 7.88, 8.31, 8.76, 10.83, 11.59, 12.64, 13.38, 14.7, 15.13, 15.21, 15.82]","['ukoliko', 'mi', 'već', 'polazimo', 'od', 'pretpostavke', 'da', 'je', 'obitelj', 'svetinja', 'onda', 'već', 'zalazimo', 'u', 'jedan', 'vid', 'civilizacijske', 'gotovo', 'pripreme', 'za', 'mogućnost', 'koncentriranog', 'nasilja', 'u', 'obitelji']",reco274,ukoliko mi već polazimo od pretpostavke da je obitelj svetinja onda već zalazimo u jedan vid civilizacijske gotovo pripreme za koncentriranog nasilja u obitelji,ukoliko mi već polazimo od pretpostavke da je obitelj svetinja onda već zalazimo u jedan vid civilizacijske gotovo pripreme za mogućnost koncentriranog nasilja u obitelji,sample151.mp3,/home/rupnik/macocu/task8/sample/sample151.mp3,True
152,"21 9 2018 - 1. dio, 9. sjednica, 9. saziv [akNP4VLqqak].wav",9405.34,9424.93,"['autocesta', 'itede', 'navest', 'ću', 'vam', 'jedan', 'primjer', 'država', 'je', 'nedavno', 'uzela', 'deset', 'milijardi', 'kuna', 'kredita', 'za', 'refinanciranje', 'dugova', 'u', 'autocestama', 'zapazite', 'država', 'je', 'uzela', 'taj', 'kredit', 'deset', 'milijardi', 'država', 'će', 'vraćati', 'tih', 'deset', 'milijardi', 'međutim']","[0, 0.79, 2.29, 2.62, 2.73, 2.9, 3.12, 4.01, 4.46, 4.52, 5.16, 5.55, 5.93, 6.56, 7.66, 9.29, 9.55, 10.35, 10.76, 10.81, 12.32, 12.96, 13.43, 13.53, 13.95, 14.18, 14.68, 15.0, 15.99, 16.46, 16.64, 17.22, 17.45, 17.81, 18.77]","[0.79, 1.42, 2.62, 2.73, 2.9, 3.12, 3.47, 4.46, 4.52, 5.13, 5.55, 5.93, 6.56, 7.4, 9.06, 9.55, 10.35, 10.76, 10.81, 11.63, 12.96, 13.43, 13.49, 13.95, 14.18, 14.68, 15.0, 15.62, 16.46, 16.64, 17.22, 17.45, 17.81, 18.47, 19.59]","['autocesta', 'itede', 'navet', 'ću', 'vam', 'jedan', 'primjer', 'država', 'je', 'nedavno', 'uzela', 'deset', 'milijardi', 'kuna', 'kredita', 'za', 'refinanciranje', 'dugova', 'u', 'autocestama', 'zapazite', 'država', 'uzela', 'taj', 'kredit', 'deset', 'milijardi', 'država', 'će', 'vraćati', 'tih', 'deset', 'milijardi', 'međutim']",reco691,autocesta itede navest ću vam jedan primjer država je nedavno uzela deset milijardi kuna kredita za refinanciranje dugova u autocestama zapazite država je uzela taj kredit deset milijardi država će vraćati tih deset milijardi međutim,autocesta itede navet ću vam jedan primjer država je nedavno uzela deset milijardi kuna kredita za refinanciranje dugova u autocestama zapazite država uzela taj kredit deset milijardi država će vraćati tih deset milijardi međutim,sample152.mp3,/home/rupnik/macocu/task8/sample/sample152.mp3,True
153,"26 1 2017 - 1. dio, 3. sjednica, 9. saziv [a8PclGIE0bU].wav",8923.21,8941.45,"['žena', 'jer', 'znamo', 'da', 'je', 'zakon', 'donesen', 'dvije', 'tisuće', 'osam', 'godine', 'i', 'već', 'je', 'poprilično', 'izbor', 'prošlo', 'i', 'kvote', 'su', 'se', 'već', 'trebale', 'poštovati', 'zahvaljujem', 'hvala', 'lijepa', 'vaše', 'izlaganje', 'izazvalo', 'je', 'nekoliko', 'replika', 'prva', 'je', 'ona', 'uvažene', 'zastupnice', 'ane', 'komparić', 'devčić']","[0, 0.69, 1.12, 1.53, 1.66, 1.74, 2.12, 2.58, 2.74, 3.26, 3.57, 4.36, 4.49, 4.76, 4.83, 5.46, 5.85, 6.37, 6.45, 6.77, 6.91, 7.06, 7.22, 7.64, 8.57, 9.2, 9.36, 10.83, 11.14, 11.68, 12.73, 12.81, 13.21, 13.75, 13.98, 14.04, 14.25, 14.79, 15.57, 15.71, 16.58]","[0.66, 1.09, 1.53, 1.66, 1.74, 2.12, 2.58, 2.74, 3.26, 3.57, 4.16, 4.49, 4.76, 4.83, 5.46, 5.85, 6.37, 6.45, 6.77, 6.91, 7.06, 7.22, 7.64, 8.31, 9.2, 9.36, 9.78, 11.14, 11.68, 12.3, 12.81, 13.21, 13.75, 13.98, 14.04, 14.25, 14.69, 15.43, 15.68, 16.29, 16.86]","['žena', 'jer', 'znamo', 'da', 'je', 'zakon', 'donesim', 'dvije', 'tisuće', 'osam', 'godine', 'i', 'već', 'je', 'poprilično', 'izbora', 'prošlo', 'i', 'kvote', 'su', 'se', 'već', 'trebale', 'poštovatiemzlaganje', 'izazvalo', 'nekoliko', 'replikaa', 'uvažene', 'zastupnice', 'ane', 'koporić', 'defčićivolie']",,žena jer znamo da je zakon donesen dvije tisuće osam godine i već je poprilično izbor prošlo i kvote su se već trebale poštovati zahvaljujem hvala lijepa vaše izlaganje izazvalo je nekoliko replika prva je ona uvažene zastupnice ane komparić devčić,žena jer znamo da je zakon donesim dvije tisuće osam godine i već je poprilično izbora prošlo i kvote su se već trebale poštovatiemzlaganje izazvalo nekoliko replikaa uvažene zastupnice ane koporić defčićivolie,sample153.mp3,/home/rupnik/macocu/task8/sample/sample153.mp3,False
154,"15 3 2017 - 2. dio, 3. sjednica, 9. saziv [nox2MhtPWKU].wav",2927.39,2946.84,"['prije', 'svega', 'da', 'se', 'osvrnem', 'na', 'reizbor', 'donalda', 'tuska', 'bivšeg', 'i', 'novog', 'predsjedatelja', 'europskoga', 'vijeća', 'poljskoga', 'premijera', 'kojeg', 'kao', 'što', 'ste', 'imali', 'sami', 'prigode', 'vidjeti', 'i', 'ovdje', 'u', 'hrvatskom', 'saboru', 'povodom', 'dvadeset', 'pet', 'obljetnice', 'međunarodnog', 'priznanja', 'republike']","[0, 0.23, 0.85, 1.01, 1.2, 1.75, 3.11, 3.69, 4.09, 5.38, 6.04, 6.19, 6.87, 7.51, 8.01, 9.58, 10.43, 11.0, 11.34, 11.54, 11.72, 11.87, 12.11, 12.44, 12.83, 13.76, 13.94, 14.21, 14.28, 14.75, 15.94, 16.33, 16.81, 17.11, 17.69, 18.45, 18.94]","[0.23, 0.8, 1.01, 1.2, 1.75, 2.16, 3.69, 4.09, 4.82, 5.96, 6.19, 6.7, 7.51, 8.01, 8.7, 10.32, 11.0, 11.34, 11.54, 11.72, 11.87, 12.11, 12.44, 12.83, 13.73, 13.94, 14.21, 14.28, 14.75, 15.56, 16.33, 16.81, 17.11, 17.69, 18.42, 18.94, 19.45]","['svega', 'da', 'se', 'osvrnem', 'na', 'reizbor', 'donalda', 'tuska', 'bivšeg', 'i', 'novog', 'predsjedatelja', 'europskoga', 'vijeća', 'poljskoga', 'premijera', 'koje', 'kao', 'što', 'ste', 'imali', 'sami', 'prigode', 'vidjeti', 'i', 'ovdje', 'u', 'hrvatskom', 'saboru', 'povodom', 'dvadeset', 'pet', 'obljetnice', 'međunarodnoga', 'priznanja', 'republikehrvatske']",,prije svega da se osvrnem na reizbor donalda tuska bivšeg i novog predsjedatelja europskoga vijeća poljskoga premijera kojeg kao što ste imali sami prigode vidjeti i ovdje u hrvatskom saboru povodom dvadeset pet obljetnice međunarodnog priznanja republike,svega da se osvrnem na reizbor donalda tuska bivšeg i novog predsjedatelja europskoga vijeća poljskoga premijera koje kao što ste imali sami prigode vidjeti i ovdje u hrvatskom saboru povodom dvadeset pet obljetnice međunarodnoga priznanja republikehrvatske,sample154.mp3,/home/rupnik/macocu/task8/sample/sample154.mp3,False
